,Hotel_name,Positive_summary,Negative_summary
1088,Holiday Inn Vienna City,"[('helpful friendly', 5), ('friendly staff', 3), ('nice helpful', 3), ('friendly breakfast', 3), ('inn holiday', 2)]","[('attractive perhaps', 1), ('perhaps type', 1), ('type neighborhood', 1), ('neighborhood hotel', 1), ('salty starter', 1)]"
1089,pentahotel Vienna,"[('location staff', 3), ('bar nice', 3), ('good location', 3), ('friendly staff', 3), ('excellent nice', 3)]","[('fi wi', 4), ('fridge room', 3), ('internet slow', 3), ('parking reserve', 2), ('problem parking', 2)]"
1090,IntercityHotel Wien,"[('public transport', 14), ('good location', 14), ('great location', 10), ('location staff', 8), ('ticket transportation', 7)]","[('expensive breakfast', 7), ('fi wi', 5), ('internet slow', 5), ('connection internet', 4), ('wifi faster', 3)]"
1091,Boutiquehotel Das Tyrol,"[('location staff', 6), ('desk front', 4), ('helpful friendly', 4), ('service excellent', 4), ('great location', 4)]","[('small room', 3), ('anything think', 2), ('effective conditioning', 2), ('little bit', 2), ('feeble elsewhere', 1)]"
1092,NH Wien City,"[('breakfast location', 10), ('location room', 10), ('location staff', 8), ('great location', 7), ('good breakfast', 5)]","[('fi wi', 3), ('slow wifi', 3), ('internet slow', 3), ('expensive breakfast', 2), ('difficult find', 2)]"
1093,Hotel Corvinus,"[('location staff', 8), ('great location', 6), ('good location', 3), ('friendly great', 3), ('excellent friendly', 2)]","[('better could', 2), ('could breakfast', 2), ('noise night', 2), ('poor breakfast', 2), ('strange hotel', 1)]"
1094,NH Collection Wien Zentrum,"[('location room', 12), ('good location', 9), ('nice clean', 7), ('great location', 7), ('location staff', 7)]","[('expensive breakfast', 5), ('fi wi', 3), ('connection internet', 3), ('connection fi', 2), ('poor wifi', 2)]"
1095,Aparthotel Mariano Cubi Barcelona,"[('good location', 4), ('good breakfast', 3), ('friendly staff', 3), ('location room', 3), ('location staff', 3)]","[('parking poor', 2), ('charged card', 2), ('aparthotel advantage', 1), ('advantage bakery', 1), ('bakery true', 1)]"
1096,Hotel Arts Barcelona,"[('location staff', 9), ('friendly staff', 8), ('hotel location', 7), ('great hotel', 6), ('location room', 5)]","[('wifi free', 9), ('fi wi', 3), ('per euro', 3), ('heated pool', 3), ('wifi price', 3)]"
1097,Leonardo Hotel Vienna,"[('good breakfast', 29), ('breakfast location', 26), ('good location', 19), ('location staff', 16), ('hotel location', 13)]","[('wifi free', 33), ('fi wi', 30), ('small room', 16), ('bathroom small', 10), ('pay wifi', 9)]"
1098,JUFA Hotel Wien,"[('value money', 10), ('good breakfast', 7), ('nice clean', 7), ('near metro', 6), ('breakfast room', 5)]","[('parking free', 4), ('fridge room', 4), ('center far', 4), ('small room', 4), ('tea coffee', 3)]"
1099,Golden Tulip Amsterdam West,"[('tram stop', 67), ('friendly staff', 36), ('helpful friendly', 30), ('clean friendly', 26), ('helpful staff', 24)]","[('centre far', 15), ('tram centre', 12), ('alcohol serve', 10), ('expensive breakfast', 9), ('center far', 9)]"
1100,Eurostars Grand Marina Hotel GL,"[('location staff', 28), ('good location', 22), ('great location', 20), ('friendly staff', 20), ('location room', 18)]","[('pool small', 9), ('swimming pool', 9), ('ship cruise', 7), ('service room', 7), ('expensive breakfast', 6)]"
1101,Pakat Suites Hotel,"[('friendly staff', 4), ('fi wi', 3), ('helpful friendly', 3), ('great hotel', 2), ('nice clean', 2)]","[('fork knife', 2), ('star service', 2), ('adjust get', 1), ('get wake', 1), ('wake leaving', 1)]"
1102,Guitart Grand Passage,"[('good room', 4), ('good location', 4), ('clean room', 3), ('comfortable bed', 3), ('spacious comfortable', 3)]","[('street noise', 2), ('need hotel', 2), ('complain brings', 1), ('brings worn', 1), ('worn care', 1)]"
1103,Hotel Rekord,"[('friendly staff', 3), ('big metro', 2), ('metro station', 2), ('staff room', 2), ('near metro', 2)]","[('us voice', 1), ('voice vent', 1), ('vent cupboard', 1), ('cupboard heard', 1), ('rolled anticipated', 1)]"
1104,Catalonia Barcelona 505,"[('helpful friendly', 6), ('friendly staff', 6), ('large pool', 2), ('upgraded suite', 2), ('helpful good', 2)]","[('buffet cold', 2), ('expensive breakfast', 2), ('unhelpful little', 1), ('little staff', 1), ('decline kindly', 1)]"
1105,Mercure Amsterdam Sloterdijk Station,"[('friendly staff', 17), ('good location', 15), ('station close', 14), ('comfortable clean', 13), ('nice clean', 13)]","[('expensive breakfast', 10), ('pushed together', 5), ('price bit', 4), ('open window', 4), ('center far', 4)]"
1106,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,"[('friendly staff', 8), ('clean friendly', 7), ('good breakfast', 6), ('helpful friendly', 6), ('comfortable bed', 6)]","[('price breakfast', 3), ('hotel location', 2), ('ferry ride', 2), ('isolated ferry', 2), ('around area', 2)]"
1107,Hotel V Nesplein,"[('location staff', 28), ('great location', 15), ('helpful friendly', 14), ('friendly great', 10), ('friendly staff', 10)]","[('control temperature', 3), ('fridge room', 3), ('price little', 3), ('anything think', 2), ('bar room', 2)]"
1108,Fleming s Conference Hotel Wien,"[('good breakfast', 12), ('breakfast location', 10), ('station close', 5), ('great breakfast', 5), ('location staff', 4)]","[('shower room', 2), ('system conditioning', 2), ('tea coffee', 2), ('rate offer', 2), ('friendly staff', 2)]"
1109,ARCOTEL Wimberger,"[('good location', 6), ('good breakfast', 5), ('helpful friendly', 3), ('public transport', 3), ('hotel location', 3)]","[('fi wi', 4), ('coffee facility', 3), ('work wifi', 2), ('tea coffee', 2), ('facility room', 2)]"
1110,Hotel Schild,"[('nice good', 2), ('bathroom comfortable', 2), ('comfortable bed', 2), ('friendly good', 2), ('good location', 2)]","[('center far', 2), ('poor breakfast', 2), ('casual understandable', 1), ('understandable tough', 1), ('tough price', 1)]"
1111,Acta CITY47,"[('good location', 10), ('friendly staff', 9), ('near metro', 9), ('metro station', 8), ('location staff', 8)]","[('small room', 8), ('tea coffee', 6), ('coffee facility', 5), ('facility room', 5), ('poor breakfast', 4)]"
1112,De L Europe Amsterdam,"[('helpful staff', 3), ('excellent helpful', 3), ('location staff', 3), ('comfortable bed', 2), ('bar excellent', 2)]","[('restaurant bar', 2), ('loved everything', 2), ('expensive breakfast', 2), ('food bit', 2), ('puzzlement control', 1)]"
1113,NH Collection Amsterdam Doelen,"[('location staff', 12), ('great location', 10), ('helpful friendly', 9), ('breakfast location', 8), ('friendly staff', 6)]","[('small room', 16), ('bit small', 4), ('included price', 2), ('price food', 2), ('restaurant great', 2)]"
1114,Hotel Die Port van Cleve,"[('location staff', 28), ('great location', 15), ('good location', 12), ('dam square', 9), ('friendly location', 8)]","[('small room', 11), ('elevator slow', 3), ('wifi room', 2), ('charged per', 2), ('per euro', 2)]"
1115,INK Hotel Amsterdam MGallery by Sofitel,"[('great location', 32), ('location staff', 29), ('helpful friendly', 25), ('breakfast location', 19), ('friendly great', 16)]","[('small room', 17), ('perfect everything', 6), ('expensive breakfast', 6), ('price breakfast', 5), ('anything think', 4)]"
1116,Inntel Hotels Amsterdam Centre,"[('location staff', 42), ('good location', 40), ('great location', 37), ('helpful friendly', 21), ('hotel location', 19)]","[('small room', 12), ('expensive price', 4), ('expensive breakfast', 4), ('expensive bit', 4), ('street noise', 4)]"
1117,Apex City Of London Hotel,"[('location staff', 36), ('helpful friendly', 26), ('good location', 26), ('friendly staff', 25), ('great location', 24)]","[('expensive breakfast', 13), ('building work', 7), ('small room', 7), ('price breakfast', 5), ('london price', 5)]"
1118,Mercure Hotel Amsterdam Centre Canal District,"[('location staff', 11), ('great location', 8), ('helpful friendly', 7), ('good location', 7), ('friendly good', 6)]","[('small room', 7), ('expensive breakfast', 5), ('bathroom small', 4), ('shower bathroom', 2), ('tea coffee', 2)]"
1119,Onix Liceo,"[('location staff', 9), ('great location', 9), ('rambla la', 6), ('ramblas la', 6), ('breakfast location', 6)]","[('safety box', 3), ('box deposit', 3), ('noisy night', 3), ('paper thin', 2), ('tea coffee', 2)]"
1120,Abba Sants,"[('helpful friendly', 4), ('good location', 4), ('friendly staff', 4), ('sants station', 3), ('excellent location', 3)]","[('liked everything', 2), ('either special', 2), ('scalding mess', 1), ('mess electricity', 1), ('electricity dangerous', 1)]"
1121,NH Sants Barcelona,"[('nou camp', 5), ('train station', 3), ('station close', 3), ('nice clean', 3), ('metro station', 3)]","[('small room', 3), ('little bit', 2), ('bit small', 2), ('centre far', 2), ('conditioning air', 2)]"
1122,COMO Metropolitan London,"[('location staff', 7), ('friendly location', 4), ('clean location', 3), ('location room', 3), ('ever best', 2)]","[('small room', 4), ('king bed', 2), ('little small', 2), ('view room', 2), ('little breakfast', 2)]"
1123,Aloft London Excel,"[('comfortable bed', 24), ('bed room', 18), ('friendly staff', 14), ('helpful friendly', 13), ('great room', 12)]","[('service room', 9), ('water shower', 7), ('central london', 6), ('expensive breakfast', 6), ('pay parking', 5)]"
1124,Ham Yard Hotel,"[('ham yard', 4), ('helpful friendly', 3), ('location staff', 3), ('great location', 3), ('hotel location', 3)]","[('priced end', 1), ('end high', 1), ('high everything', 1), ('ordinary cup', 1), ('cup overpriced', 1)]"
1125,DoubleTree by Hilton Amsterdam Centraal Station,"[('great location', 37), ('sky lounge', 35), ('location staff', 32), ('helpful friendly', 29), ('good location', 22)]","[('small room', 16), ('sky lounge', 7), ('hard bed', 5), ('train noise', 5), ('value money', 5)]"
1126,Das Opernring Hotel,"[('location staff', 11), ('breakfast location', 9), ('friendly great', 9), ('great location', 8), ('good breakfast', 6)]","[('conditioning air', 4), ('stronger wifi', 2), ('star hotel', 2), ('conditioning hot', 2), ('street noisy', 2)]"
1127,Exe Vienna,"[('good breakfast', 25), ('value money', 9), ('nice clean', 8), ('breakfast staff', 7), ('breakfast room', 7)]","[('space parking', 4), ('english tv', 3), ('use pool', 3), ('comfortable bed', 3), ('pillow extra', 2)]"
1128,Mercure Hotel Amsterdam West,"[('shuttle airport', 13), ('friendly staff', 12), ('comfortable bed', 12), ('airport bus', 10), ('comfy bed', 6)]","[('center far', 10), ('centre far', 7), ('far city', 6), ('stop bus', 4), ('bus center', 4)]"
1129,Luxury Suites Amsterdam,"[('location staff', 14), ('helpful friendly', 8), ('great location', 8), ('friendly staff', 5), ('staff room', 4)]","[('say bad', 2), ('news movie', 2), ('service room', 2), ('negative point', 1), ('value money', 1)]"
1130,Sofitel Legend The Grand Amsterdam,"[('location staff', 14), ('friendly staff', 5), ('great location', 4), ('amazing service', 4), ('perfect everything', 4)]","[('better could', 3), ('small room', 2), ('anything think', 2), ('smoking area', 2), ('mild solving', 1)]"
1131,Sir Adam Hotel,"[('player record', 3), ('vinyl record', 3), ('hotel location', 2), ('bed good', 2), ('record ferry', 2)]","[('small room', 2), ('airco panel', 1), ('panel adjust', 1), ('adjust plumbing', 1), ('plumbing hidden', 1)]"
1132,Hotel Grums Barcelona,"[('friendly staff', 10), ('friendly bed', 6), ('good location', 5), ('nice clean', 5), ('comfortable clean', 5)]","[('spa pay', 3), ('basin wash', 3), ('use extra', 2), ('bedroom bathroom', 2), ('cleared food', 2)]"
1133,Hotel Spa Villa Olimpica Suites,"[('good breakfast', 13), ('comfortable bed', 9), ('friendly staff', 8), ('comfortable clean', 7), ('nice clean', 6)]","[('fi wi', 4), ('tea coffee', 3), ('facility room', 3), ('expensive breakfast', 3), ('swimming pool', 3)]"
1134,Sall s Hotel Pere IV,"[('clean room', 9), ('nice clean', 9), ('helpful friendly', 8), ('clean good', 8), ('good location', 7)]","[('fi wi', 7), ('friendly staff', 5), ('flop flip', 4), ('expensive breakfast', 4), ('better could', 4)]"
1135,Hampton by Hilton Amsterdam Centre East,"[('tram stop', 16), ('comfortable clean', 12), ('good breakfast', 8), ('breakfast staff', 8), ('great breakfast', 8)]","[('tea water', 2), ('coffee room', 2), ('liked everything', 2), ('rather tram', 2), ('central location', 2)]"
1136,Hotel Beethoven Wien,"[('breakfast location', 9), ('helpful friendly', 8), ('concert sunday', 7), ('good breakfast', 7), ('breakfast staff', 4)]","[('small room', 3), ('anything think', 2), ('shower room', 2), ('served best', 1), ('best coffee', 1)]"
1137,Roomz Vienna,"[('good breakfast', 3), ('nice clean', 3), ('clean room', 2), ('dinig crowded', 1), ('crowded job', 1)]","[('tea coffee', 2), ('coffee facility', 2), ('facility room', 2), ('thr slipper', 1), ('slipper room', 1)]"
1138,Silken Concordia,"[('location staff', 8), ('good location', 6), ('helpful staff', 6), ('breakfast staff', 4), ('nice helpful', 3)]","[('tea coffee', 3), ('could room', 2), ('cold pool', 2), ('coffee room', 2), ('street noisy', 2)]"
1139,Grosvenor House A JW Marriott Hotel,"[('location staff', 6), ('helpful staff', 5), ('friendly staff', 5), ('good location', 4), ('comfortable clean', 4)]","[('small room', 5), ('drink price', 3), ('wifi free', 3), ('free room', 3), ('going building', 2)]"
1140,Hotel Am Parkring,"[('location staff', 17), ('balcony view', 9), ('view location', 9), ('view excellent', 8), ('perfect view', 7)]","[('expensive breakfast', 5), ('high price', 3), ('taxi airport', 2), ('furniture old', 2), ('perfect everything', 2)]"
1141,Vienna Marriott Hotel,"[('location staff', 12), ('good location', 10), ('helpful friendly', 6), ('excellent location', 5), ('great location', 5)]","[('wifi free', 10), ('wifi room', 3), ('free room', 3), ('swimming closed', 2), ('smoke smoking', 2)]"
1142,H10 Port Vell 4 Sup,"[('location staff', 19), ('great location', 14), ('helpful friendly', 12), ('friendly great', 6), ('helpful staff', 4)]","[('expensive breakfast', 8), ('small room', 5), ('view room', 4), ('roof top', 3), ('perfect everything', 3)]"
1143,Hotel Margot House,"[('breakfast location', 5), ('good breakfast', 2), ('homely living', 2), ('interior home', 2), ('good location', 2)]","[('little bit', 2), ('window room', 2), ('total amount', 1), ('amount insurance', 1), ('insurance method', 1)]"
1144,Condes de Barcelona,"[('location staff', 15), ('great location', 13), ('good location', 9), ('location room', 7), ('breakfast location', 6)]","[('noisy room', 2), ('roof top', 2), ('terrace roof', 2), ('expensive breakfast', 2), ('small room', 2)]"
1145,Monument Hotel,"[('location staff', 11), ('malone jo', 7), ('great location', 6), ('hotel location', 5), ('friendly staff', 5)]","[('small room', 4), ('suite small', 4), ('fully try', 2), ('full suite', 2), ('everything excellent', 2)]"
1146,Occidental Atenea Mar Adults Only,"[('beach close', 9), ('good breakfast', 7), ('breakfast location', 7), ('location staff', 7), ('helpful staff', 6)]","[('pay pool', 5), ('little bit', 3), ('pool better', 3), ('sun chair', 2), ('sun beach', 2)]"
1147,Hotel Front Maritim,"[('great location', 3), ('breakfast location', 3), ('good breakfast', 3), ('helpful staff', 3), ('beach close', 3)]","[('tea coffee', 2), ('coffee facility', 2), ('smoke smell', 2), ('far city', 2), ('slow wifi', 2)]"
1148,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,"[('helpful friendly', 6), ('pool area', 5), ('friendly staff', 5), ('view nice', 5), ('nice clean', 4)]","[('wifi free', 11), ('tea coffee', 9), ('free room', 6), ('making tea', 5), ('fi wi', 4)]"
1149,Duquesa de Cardona,"[('location staff', 15), ('great location', 14), ('roof top', 12), ('terrace roof', 6), ('staff room', 5)]","[('pool small', 7), ('small room', 3), ('swimming pool', 3), ('expensive breakfast', 3), ('closed roof', 3)]"
1150,Hotel The Serras,"[('terrace roof', 8), ('location staff', 7), ('excellent great', 5), ('great location', 4), ('great hotel', 3)]","[('small room', 4), ('bit small', 3), ('could room', 2), ('loved everything', 2), ('everything great', 2)]"
1151,Eurostars Bcn Design,"[('location staff', 23), ('great location', 15), ('good location', 8), ('excellent location', 8), ('location room', 7)]","[('bathroom room', 4), ('like bathroom', 3), ('sink toilet', 2), ('star old', 2), ('hot water', 2)]"
1152,Mandarin Oriental Barcelona,"[('location staff', 3), ('comfy bed', 2), ('excellent location', 2), ('stuff kind', 2), ('excellent breakfast', 2)]","[('wifi free', 4), ('per euro', 2), ('coffee room', 2), ('forte craftsman', 1), ('craftsman rocco', 1)]"
1153,Hotel Casa Fuster G L Monumento,"[('hotel location', 8), ('good location', 8), ('friendly staff', 7), ('location staff', 7), ('service excellent', 6)]","[('pool small', 2), ('plunge pool', 2), ('terrace roof', 2), ('tiny pool', 2), ('included breakfast', 2)]"
1154,Sixtytwo Hotel,"[('location staff', 12), ('friendly great', 10), ('great location', 7), ('helpful friendly', 6), ('great breakfast', 4)]","[('perfect everything', 2), ('service room', 2), ('need breakfast', 2), ('expensive breakfast', 2), ('longer sixty', 1)]"
1155,Majestic Hotel Spa Barcelona GL,"[('location staff', 22), ('hotel location', 10), ('great location', 9), ('friendly staff', 8), ('good location', 8)]","[('small room', 11), ('bit small', 4), ('better could', 3), ('bathroom small', 3), ('drink pool', 2)]"
1156,Royal Passeig de Gracia,"[('location staff', 54), ('great location', 34), ('good location', 26), ('breakfast location', 20), ('terrace roof', 20)]","[('slow lift', 5), ('window room', 5), ('poor wifi', 4), ('open window', 4), ('need breakfast', 3)]"
1157,K K Hotel Picasso,"[('location staff', 23), ('helpful friendly', 20), ('breakfast location', 13), ('friendly great', 11), ('born el', 10)]","[('roof top', 5), ('small room', 5), ('soft bed', 4), ('mattress soft', 4), ('soft pillow', 4)]"
1158,AC Hotel Sants a Marriott Lifestyle Hotel,"[('station close', 4), ('good location', 4), ('right next', 4), ('next station', 3), ('location staff', 3)]","[('tea coffee', 2), ('expensive breakfast', 2), ('emailed reply', 1), ('reply lacked', 1), ('lacked regarding', 1)]"
1159,Hilton Diagonal Mar Barcelona,"[('mall beach', 3), ('executive lounge', 3), ('pool area', 3), ('beach across', 2), ('comfortable room', 2)]","[('fi wi', 4), ('rude staff', 2), ('wifi free', 2), ('booking thankfully', 1), ('thankfully cover', 1)]"
1160,Hotel Palais Strudlhof,"[('breakfast location', 6), ('nice clean', 5), ('good breakfast', 5), ('great location', 4), ('clean breakfast', 3)]","[('soft pillow', 3), ('friendly staff', 2), ('renovated design', 1), ('design reception', 1), ('problem unconfortable', 1)]"
1161,Renaissance Barcelona Hotel,"[('helpful friendly', 2), ('friendly great', 2), ('great location', 2), ('clean friendly', 2), ('perfect location', 2)]","[('small breakfast', 2), ('insulting gothic', 1), ('gothic district', 1), ('district awhile', 1), ('awhile mode', 1)]"
1162,Claris Hotel Spa GL,"[('location staff', 18), ('great location', 12), ('good location', 10), ('hotel location', 8), ('helpful friendly', 7)]","[('bottle complimentary', 2), ('menu limited', 2), ('door quite', 2), ('expensive restaurant', 2), ('friendly staff', 2)]"
1163,H10 Casa Mimosa 4 Sup,"[('garden terrace', 3), ('mila gaudi', 3), ('roof top', 3), ('comfortable clean', 3), ('private garden', 2)]","[('expensive price', 2), ('pricy acceptable', 1), ('acceptable maybe', 1), ('maybe given', 1), ('given quality', 1)]"
1164,Catalonia Ramblas 4 Sup,"[('location staff', 46), ('great location', 29), ('location room', 26), ('good location', 22), ('helpful friendly', 21)]","[('closed spa', 5), ('tea coffee', 4), ('small room', 4), ('price breakfast', 4), ('per euro', 3)]"
1165,Hotel Midmost,"[('nice clean', 4), ('helpful friendly', 3), ('great location', 3), ('location room', 3), ('location staff', 3)]","[('eats range', 1), ('range wide', 1), ('wide minibar', 1), ('minibar complimentary', 1), ('folded sit', 1)]"
1166,Arthotel ANA Westbahn,"[('station close', 3), ('public transport', 2), ('train station', 2), ('good breakfast', 2), ('helpful friendly', 2)]","[('ac fan', 2), ('con air', 2), ('hot summer', 1), ('summer ac', 1), ('fan help', 1)]"
1167,The Rookery,"[('comfortable bed', 6), ('helpful friendly', 5), ('friendly staff', 4), ('staff room', 4), ('great location', 4)]","[('tea coffee', 3), ('curtain water', 2), ('tv poor', 2), ('open noisy', 2), ('noisy window', 2)]"
1168,Hotel Wandl,"[('breakfast location', 19), ('good breakfast', 16), ('location staff', 16), ('great location', 12), ('good location', 11)]","[('small room', 14), ('bathroom small', 5), ('shower bathroom', 4), ('tea coffee', 3), ('making tea', 3)]"
1169,Hotel Sacher Wien,"[('sacher anna', 3), ('perfect everything', 3), ('location staff', 3), ('every thing', 2), ('excellent location', 2)]","[('aspect perfect', 1), ('perfect hotel', 1), ('car electro', 1), ('electro tesla', 1), ('tesla chek', 1)]"
1170,ME Milan Il Duca,"[('friendly staff', 6), ('helpful friendly', 5), ('roof top', 4), ('perfect everything', 3), ('friendly hotel', 3)]","[('perfect everything', 2), ('require training', 1), ('training waiter', 1), ('waiter breakfast', 1), ('daylight natural', 1)]"
1171,Hotel Principe Di Savoia,"[('service excellent', 5), ('attention detail', 4), ('good breakfast', 3), ('friendly good', 3), ('location staff', 3)]","[('fi wi', 3), ('service room', 3), ('extremely expensive', 2), ('parking free', 2), ('little breakfast', 2)]"
1172,The Westin Palace,"[('good location', 5), ('comfortable bed', 4), ('beautifully decorated', 3), ('friendly staff', 3), ('comfortable clean', 3)]","[('poor breakfast', 4), ('could breakfast', 2), ('service room', 2), ('low water', 2), ('icing abandoned', 1)]"
1173,Glam Milano,"[('centrale milano', 30), ('board half', 29), ('good location', 27), ('station close', 22), ('location room', 22)]","[('dinner buffet', 8), ('board half', 7), ('small room', 7), ('perfect everything', 6), ('dinner included', 6)]"
1174,Excelsior Hotel Gallia Luxury Collection Hotel,"[('perfect everything', 6), ('great breakfast', 5), ('every thing', 5), ('service excellent', 4), ('service great', 4)]","[('anything think', 4), ('hot water', 2), ('small room', 2), ('iron room', 2), ('euro ranged', 1)]"
1175,Rosa Grand Milano Starhotels Collezione,"[('location staff', 30), ('breakfast location', 27), ('hotel location', 23), ('location room', 22), ('good location', 20)]","[('small room', 14), ('desk front', 5), ('poor breakfast', 5), ('parking expensive', 5), ('every day', 4)]"
1176,TownHouse 12,"[('near metro', 3), ('lovely bathroom', 2), ('fi wi', 2), ('friendly staff', 2), ('metro station', 2)]","[('min overpriced', 1), ('overpriced subway', 1), ('subway slightly', 1), ('slightly pretty', 1), ('promised simply', 1)]"
1177,Hotel Mozart,"[('good breakfast', 22), ('metro station', 17), ('helpful friendly', 13), ('friendly staff', 12), ('breakfast location', 11)]","[('small room', 17), ('little small', 2), ('conditioning air', 2), ('uncomfortable small', 2), ('small bed', 2)]"
1178,Hotel Dei Cavalieri,"[('breakfast location', 45), ('good breakfast', 20), ('great breakfast', 19), ('location staff', 13), ('great location', 12)]","[('small room', 7), ('drink expensive', 4), ('bathroom small', 4), ('tram noisy', 3), ('tram noise', 3)]"
1179,Best Western Plus Hotel Galles,"[('location staff', 20), ('good breakfast', 18), ('breakfast location', 18), ('good location', 18), ('great location', 11)]","[('small room', 10), ('noise metro', 5), ('parking expensive', 4), ('subway hear', 3), ('bathroom small', 3)]"
1180,Starhotels Anderson,"[('location staff', 20), ('station close', 16), ('good location', 11), ('great location', 11), ('centrale milano', 10)]","[('small breakfast', 9), ('breakfast room', 8), ('better could', 5), ('could breakfast', 5), ('option breakfast', 3)]"
1181,Hotel Michelangelo,"[('station close', 21), ('good location', 16), ('breakfast location', 16), ('train station', 16), ('centrale milano', 15)]","[('tea coffee', 4), ('look old', 4), ('hard pillow', 4), ('good staff', 3), ('euro charge', 3)]"
1182,Hotel Mercure Milano Centro,"[('good location', 3), ('access metro', 2), ('buenos corso', 2), ('reception helpful', 2), ('comfortable clean', 2)]","[('small room', 2), ('channel cinemax', 1), ('cinemax hbo', 1), ('hbo subtitle', 1), ('subtitle movie', 1)]"
1183,NYX Milan,"[('good location', 5), ('location room', 5), ('min central', 4), ('location staff', 4), ('clean location', 3)]","[('small room', 5), ('time night', 2), ('music loud', 2), ('hold deposit', 1), ('deposit credit', 1)]"
1184,The Yard Milano,"[('staff room', 3), ('great hotel', 3), ('friendly staff', 3), ('location staff', 3), ('milan else', 2)]","[('could breakfast', 4), ('better could', 2), ('noisy bit', 2), ('bfast pay', 1), ('pay extra', 1)]"
1185,Hotel Sunflower,"[('free nice', 2), ('nice good', 2), ('good hotel', 2), ('nice clean', 2), ('comfortable clean', 2)]","[('ant acceptable', 1), ('acceptable okay', 1), ('okay anyway', 1), ('anyway cleaning', 1), ('washroom recoverd', 1)]"
1186,Sheraton Grand London Park Lane,"[('comfortable bed', 5), ('location room', 5), ('location staff', 5), ('hotel location', 3), ('great location', 3)]","[('view room', 2), ('cold breakfast', 2), ('afternoon drink', 1), ('drink tea', 1), ('tea argue', 1)]"
1187,M venpick Hotel Amsterdam City Centre,"[('terminal cruise', 9), ('good location', 9), ('amazing view', 9), ('view room', 8), ('helpful staff', 7)]","[('expensive breakfast', 7), ('price breakfast', 3), ('wifi free', 3), ('far city', 3), ('center far', 3)]"
1188,Silken Ramblas,"[('location staff', 28), ('great location', 18), ('good location', 15), ('breakfast location', 11), ('good breakfast', 10)]","[('thin hear', 5), ('need room', 5), ('noisy room', 4), ('paper thin', 3), ('thin wall', 3)]"
1189,Duquesa Suites Barcelona,"[('location staff', 17), ('great location', 10), ('helpful friendly', 7), ('roof top', 6), ('location room', 5)]","[('tea coffee', 5), ('roof top', 3), ('perfect everything', 2), ('pool water', 2), ('shallow swim', 2)]"
1190,Hotel SB Diagonal Zero Barcelona 4 Sup,"[('good breakfast', 18), ('friendly staff', 17), ('lounge th', 11), ('good location', 11), ('location staff', 11)]","[('wifi room', 5), ('perfect everything', 4), ('service room', 4), ('far metro', 3), ('use pool', 3)]"
1191,Hotel DO Pla a Reial G L ,"[('location staff', 7), ('friendly location', 4), ('breakfast location', 4), ('nice breakfast', 2), ('reial placa', 2)]","[('say bad', 2), ('value money', 2), ('square noise', 2), ('food restaurant', 2), ('laneway reial', 1)]"
1192,W Barcelona,"[('amazing view', 20), ('view room', 15), ('location staff', 10), ('view location', 9), ('view great', 8)]","[('pool around', 4), ('center far', 2), ('per euro', 2), ('steam sauna', 2), ('sauna inside', 2)]"
1193,H10 Urquinaona Plaza,"[('location staff', 24), ('great location', 12), ('hotel location', 12), ('good location', 11), ('friendly staff', 10)]","[('small room', 16), ('bit small', 4), ('floor shower', 4), ('basin wash', 3), ('think thing', 2)]"
1194,Hotel du Louvre in the Unbound Collection by Hyatt,"[('location staff', 32), ('great location', 19), ('good location', 11), ('friendly location', 8), ('helpful friendly', 7)]","[('small room', 6), ('little bit', 4), ('renovation need', 4), ('bit room', 3), ('tea coffee', 3)]"
1195,W Paris Op ra,"[('location staff', 7), ('good location', 3), ('great location', 2), ('wise middle', 1), ('middle place', 1)]","[('considerate flexible', 1), ('flexible office', 1), ('office reservation', 1), ('reservation think', 1), ('particular equipped', 1)]"
1196,Hotel Miramar Barcelona GL,"[('location staff', 7), ('view location', 7), ('amazing view', 5), ('great location', 5), ('city view', 4)]","[('tea coffee', 3), ('far city', 2), ('slow restaurant', 2), ('comfortable bed', 2), ('making tea', 2)]"
1197,Olivia Plaza Hotel,"[('location staff', 67), ('great location', 27), ('friendly location', 21), ('hotel location', 18), ('breakfast location', 16)]","[('better could', 5), ('expensive breakfast', 5), ('slow wifi', 5), ('bathroom small', 4), ('need little', 4)]"
1198,Catalonia Barcelona Plaza,"[('roof top', 26), ('great location', 23), ('top pool', 18), ('location staff', 18), ('pool area', 14)]","[('tea coffee', 8), ('little room', 5), ('coffee facility', 5), ('uncomfortable bed', 4), ('expensive breakfast', 3)]"
1199,Barcel Sants,"[('convenient train', 16), ('train station', 15), ('great location', 13), ('breakfast location', 10), ('location room', 8)]","[('expensive breakfast', 8), ('corridor dark', 5), ('outside noise', 4), ('gym pay', 4), ('price breakfast', 4)]"
1200,London Marriott Maida Vale,"[('helpful friendly', 13), ('friendly staff', 13), ('comfortable bed', 10), ('bed staff', 9), ('helpful staff', 7)]","[('maida vale', 3), ('fi wi', 3), ('wifi free', 3), ('value money', 3), ('pool hotel', 2)]"
1201,The Langham London,"[('location staff', 14), ('service excellent', 13), ('comfortable bed', 10), ('great location', 7), ('excellent hotel', 7)]","[('closed spa', 5), ('renovation closed', 4), ('told booked', 3), ('anything think', 3), ('little small', 3)]"
